Features,Class
"-436.60968017578125,128.8094024658203,22.710538864135742,22.33090591430664,-12.018792152404785,9.695096969604492,-0.45253393054008484,17.336238861083984,-5.7430739402771,8.489760398864746,-8.865382194519043,12.988698959350586,-0.2266540676355362,5.424081325531006,-5.725975513458252,11.277179718017578,0.056843604892492294,12.586318969726562,2.5491039752960205,8.666373252868652,-3.6780333518981934,6.1788763999938965,1.0755289793014526,6.119091510772705,-1.7630771398544312,5.082198143005371,-0.8269044756889343,5.551856517791748,0.46069326996803284,6.937100410461426,0.32028213143348694,2.3603591918945312,-1.1181955337524414,2.399867057800293,0.6759364604949951,2.9621849060058594,2.0742883682250977,1.9130452871322632,3.355811834335327,3.2231574058532715",Passenger
"-321.1558837890625,79.30352020263672,3.7627651691436768,29.519784927368164,-0.9968413710594177,18.378643035888672,-2.276838541030884,20.712434768676758,-7.073922634124756,12.887776374816895,-6.152012348175049,20.747806549072266,-0.09412769973278046,13.5455322265625,-4.788349151611328,13.21213150024414,-3.658149003982544,15.32519245147705,-6.700813293457031,10.50503158569336,-6.463236331939697,8.860108375549316,-1.9688233137130737,6.094721794128418,-3.522094249725342,8.162521362304688,1.9399343729019165,4.8203887939453125,1.6721314191818237,6.377277374267578,-0.36451926827430725,4.812600135803223,0.577215313911438,1.8825265169143677,-2.1604738235473633,6.018290996551514,0.2723180055618286,3.064528465270996,0.30563411116600037,3.0292201042175293",Passenger
"-442.502685546875,101.54376220703125,-12.971223831176758,25.800125122070312,-6.156445503234863,16.588720321655273,2.1270480155944824,24.265029907226562,-3.5100581645965576,6.750918388366699,0.4394070506095886,17.674226760864258,0.29660898447036743,15.325861930847168,-1.451120376586914,9.515166282653809,-3.2504544258117676,6.898362636566162,4.275913715362549,8.081671714782715,1.8049396276474,9.159159660339355,1.1327970027923584,10.281039237976074,2.5773208141326904,5.092732906341553,0.42838457226753235,3.2971251010894775,4.211175441741943,7.0058465003967285,2.3624062538146973,5.957611560821533,0.7734654545783997,4.050791263580322,2.6647555828094482,2.968980073928833,0.3666439354419708,2.4108479022979736,3.8907580375671387,0.9221025705337524",Passenger
"-477.3831787109375,105.76998138427734,-1.4450266361236572,33.85113525390625,4.335878849029541,19.742067337036133,1.5216578245162964,20.211837768554688,-1.8533021211624146,10.233068466186523,-0.08233261853456497,16.77971839904785,1.0454518795013428,14.431219100952148,0.8981677293777466,10.381841659545898,0.8420833349227905,11.64277172088623,3.072932720184326,6.713642120361328,-0.9139048457145691,8.78676986694336,1.412966012954712,5.718164920806885,1.7992173433303833,5.21204137802124,1.8190120458602905,4.376765727996826,2.3373184204101562,1.905529499053955,-0.022603921592235565,2.1816084384918213,1.8858290910720825,1.4667181968688965,2.143435478210449,1.9492422342300415,2.008531093597412,0.09951810538768768,2.967149019241333,-0.10631194710731506",Passenger
"-393.14862060546875,106.44751739501953,-0.7834846377372742,21.515792846679688,-14.754233360290527,13.722159385681152,5.112834453582764,26.38360023498535,-8.587220191955566,4.342723846435547,-8.748281478881836,17.4592227935791,-2.5152227878570557,12.166101455688477,-3.233346462249756,8.927680969238281,-2.463644504547119,10.328405380249023,-0.6358727812767029,6.678714275360107,-3.730437994003296,9.832721710205078,1.1736681461334229,7.665843963623047,3.130131483078003,7.859930515289307,0.5425406098365784,7.269654273986816,1.782436728477478,6.258148670196533,-0.39931654930114746,5.07990026473999,0.9318941831588745,4.263434886932373,2.944178342819214,4.379433631896973,1.9242360591888428,3.3124914169311523,4.848092079162598,3.272214889526367",Passenger
"-385.0542907714844,96.62643432617188,1.8848612308502197,27.955904006958008,-7.899085998535156,15.32841682434082,0.1723112165927887,22.996150970458984,-8.414772987365723,11.578057289123535,-5.930757999420166,15.741182327270508,0.6354490518569946,15.232576370239258,-3.584825038909912,12.079667091369629,-2.64382266998291,14.565335273742676,-0.4833191931247711,7.974030494689941,-3.6012446880340576,10.278546333312988,-2.019315719604492,8.283203125,-1.217395544052124,6.518576622009277,-0.17302517592906952,6.360243320465088,0.9149253368377686,5.662127494812012,0.6425155997276306,5.661656379699707,1.5887641906738281,4.334319591522217,2.4215409755706787,4.327577590942383,0.5296460390090942,1.8737313747406006,1.989108920097351,1.5562756061553955",Passenger
"-362.454345703125,115.43537902832031,-0.9333237409591675,29.553956985473633,-8.098947525024414,18.70926284790039,-7.74597692489624,15.067863464355469,-7.848689556121826,6.482548236846924,-8.998714447021484,12.922728538513184,-7.250391006469727,12.566349029541016,-9.272211074829102,10.646068572998047,-3.777421236038208,9.63969898223877,-3.530402660369873,5.356486797332764,-4.612855434417725,10.064133644104004,0.7424219250679016,8.374628067016602,-1.275867223739624,4.629009246826172,-2.75109601020813,3.286250352859497,-0.1397952288389206,4.971663475036621,1.1781686544418335,4.209613800048828,-0.23990841209888458,3.3830440044403076,1.1718944311141968,3.9364166259765625,1.4267656803131104,1.821905493736267,2.5166571140289307,0.7221022844314575",Passenger
"-362.454345703125,115.43537902832031,-0.9333237409591675,29.553956985473633,-8.098947525024414,18.70926284790039,-7.74597692489624,15.067863464355469,-7.848689556121826,6.482548236846924,-8.998714447021484,12.922728538513184,-7.250391006469727,12.566349029541016,-9.272211074829102,10.646068572998047,-3.777421236038208,9.63969898223877,-3.530402660369873,5.356486797332764,-4.612855434417725,10.064133644104004,0.7424219250679016,8.374628067016602,-1.275867223739624,4.629009246826172,-2.75109601020813,3.286250352859497,-0.1397952288389206,4.971663475036621,1.1781686544418335,4.209613800048828,-0.23990841209888458,3.3830440044403076,1.1718944311141968,3.9364166259765625,1.4267656803131104,1.821905493736267,2.5166571140289307,0.7221022844314575",Passenger
"-356.2281188964844,125.07112884521484,0.8328554034233093,33.12135696411133,-7.49385929107666,16.206823348999023,-7.383510112762451,12.007956504821777,-6.234158515930176,5.432137966156006,-10.21423053741455,15.1769380569458,-9.853713989257812,12.170659065246582,-8.781923294067383,9.005243301391602,-3.177356719970703,8.620433807373047,-2.2142343521118164,5.143499851226807,-3.5508975982666016,9.500496864318848,0.8381802439689636,7.694172382354736,-2.5398154258728027,4.115703105926514,-4.012988090515137,2.6677134037017822,0.11058132350444794,5.138175010681152,1.4117838144302368,4.562915802001953,-0.6699284315109253,2.628573179244995,0.8845996260643005,3.859311103820801,1.6222656965255737,1.5862895250320435,2.727066993713379,1.0832667350769043",Passenger
"-376.1153564453125,86.42869567871094,-0.4298665225505829,26.188405990600586,-10.020774841308594,17.00714111328125,-0.17092153429985046,21.929153442382812,-8.139009475708008,11.329309463500977,-5.433294773101807,19.158443450927734,-2.181192398071289,18.21592140197754,-3.5255372524261475,15.1829833984375,-0.7668495774269104,14.45305061340332,-1.1255841255187988,7.773932933807373,-3.0386250019073486,8.997136116027832,-3.184007167816162,8.363655090332031,-0.9764849543571472,5.735858917236328,-0.3146393299102783,5.386311054229736,1.438317060470581,6.126195907592773,1.4266809225082397,7.379399299621582,1.907233476638794,5.750267505645752,1.7286421060562134,3.9519031047821045,-0.9192813634872437,2.180483818054199,0.6309188008308411,0.8401978015899658",Passenger
"-403.71307373046875,93.64242553710938,-7.448270797729492,19.015178680419922,-14.96180248260498,16.723909378051758,1.0453397035598755,19.90993309020996,-5.44171142578125,12.465672492980957,-0.7850809097290039,19.310997009277344,-0.013836552388966084,14.552474975585938,-6.802427291870117,12.714689254760742,-2.3013339042663574,13.574657440185547,0.3808324635028839,8.59415054321289,-0.13916541635990143,9.502835273742676,-0.3638262152671814,8.326510429382324,1.1351693868637085,6.4812235832214355,-0.506688117980957,7.089996814727783,2.3332631587982178,5.999274253845215,-0.21070997416973114,4.998219966888428,0.1711694300174713,4.096929550170898,2.182689905166626,4.221837997436523,0.43583789467811584,3.378082513809204,3.3083388805389404,2.7557616233825684",Passenger
"-357.4544677734375,84.39581298828125,7.91587495803833,30.099334716796875,2.0047600269317627,18.206401824951172,3.344259738922119,19.927797317504883,-1.4874358177185059,12.286287307739258,-6.21241569519043,15.60557746887207,1.8488188982009888,11.836647987365723,-2.5726773738861084,11.184549331665039,-2.468475818634033,11.446192741394043,-0.5989416241645813,7.133544921875,-3.527053117752075,7.8315534591674805,-0.3959598243236542,6.211732387542725,0.3605472445487976,5.5116071701049805,0.03743589296936989,4.846662521362305,1.2106585502624512,4.900132179260254,0.7467449307441711,3.686525821685791,1.006299376487732,2.235589027404785,1.5339018106460571,3.3599538803100586,1.877992868423462,1.2796297073364258,1.9416282176971436,2.4223275184631348",Passenger
"-429.0557556152344,134.5988311767578,3.600857973098755,15.538504600524902,-14.374088287353516,13.874112129211426,7.966401100158691,29.212995529174805,-9.854959487915039,-2.967038154602051,-14.209179878234863,14.62571907043457,1.414671540260315,13.536797523498535,-0.9549603462219238,3.838360548019409,-9.135841369628906,9.0477933883667,0.36028677225112915,1.3081892728805542,-4.229375839233398,5.228424072265625,-2.1124706268310547,6.356738090515137,3.3593413829803467,6.127980709075928,3.213970184326172,3.4937918186187744,1.534334421157837,2.6655921936035156,-0.20548853278160095,1.764449954032898,1.5892423391342163,5.0592474937438965,4.783030033111572,3.4871392250061035,3.608067512512207,3.1519968509674072,5.787857532501221,2.166656494140625",Passenger
"-335.5526123046875,90.70274353027344,-7.272982120513916,18.450639724731445,-14.733072280883789,21.824399948120117,1.8522207736968994,22.361108779907227,-8.102848052978516,13.28713321685791,-6.074203968048096,18.074661254882812,-4.661444187164307,14.156822204589844,-7.229249000549316,13.27092170715332,-5.574038505554199,14.955877304077148,-3.590620994567871,8.198025703430176,-4.226279258728027,9.892455101013184,-2.866060733795166,7.908796787261963,-1.5597262382507324,6.688196182250977,-2.3260788917541504,6.243699073791504,-0.9730525612831116,5.670707702636719,-1.9827783107757568,4.010795593261719,-1.4505525827407837,4.1969218254089355,0.9188014268875122,3.9930472373962402,-1.227207064628601,2.5130386352539062,1.20482337474823,2.68149995803833",Passenger
"-404.41375732421875,97.70796966552734,-5.011135578155518,23.985368728637695,-10.836776733398438,17.650726318359375,1.7071260213851929,19.768617630004883,-6.50389289855957,10.624195098876953,-2.9896183013916016,17.365455627441406,-2.222093343734741,15.753178596496582,-3.5186927318573,13.806358337402344,0.7631446123123169,14.364365577697754,-0.5879542231559753,7.313897132873535,-2.885387420654297,8.049836158752441,-1.3269685506820679,8.466212272644043,0.05812683701515198,6.913209438323975,0.1274692714214325,5.699713230133057,1.4993062019348145,4.37642765045166,2.0125889778137207,5.385349750518799,3.1879799365997314,6.15521240234375,3.96879243850708,4.01724910736084,-0.5726971626281738,2.9090585708618164,1.9350489377975464,2.0377845764160156",Passenger
"-409.17376708984375,100.51969909667969,-6.539507865905762,26.78769874572754,-8.27214527130127,23.238252639770508,10.652535438537598,28.87239646911621,-4.256536483764648,7.653158664703369,-7.600227355957031,15.366816520690918,-2.2744460105895996,12.62028980255127,-4.971447467803955,9.63892936706543,-4.162545204162598,10.740042686462402,-2.241872787475586,5.190499782562256,-3.86309552192688,7.281671047210693,-1.6343470811843872,5.824591159820557,0.0398479588329792,4.31462287902832,-0.8051839470863342,4.72905969619751,1.0712944269180298,4.0414323806762695,0.04854516685009003,3.584909200668335,1.5860852003097534,4.335463047027588,2.8104708194732666,3.7775728702545166,1.7758969068527222,2.4725594520568848,3.372070789337158,3.072268009185791",Passenger
"-332.9438781738281,88.27057647705078,4.0963616371154785,29.970176696777344,-2.070178985595703,16.567655563354492,-2.8774421215057373,22.45225715637207,-5.112048149108887,12.94117259979248,-7.1181840896606445,17.391817092895508,-0.6477339267730713,13.578394889831543,-4.722166538238525,12.8195219039917,-1.9458369016647339,14.50467300415039,-3.277409791946411,8.427966117858887,-5.065438270568848,9.04935359954834,-3.259535789489746,7.287804126739502,-1.4658050537109375,6.498970985412598,-0.031588610261678696,5.275257110595703,0.48888856172561646,5.938058853149414,1.157558560371399,4.999114990234375,0.6142719984054565,3.0326266288757324,0.7792252898216248,3.3935387134552,-0.06912294030189514,1.421992540359497,1.0060471296310425,1.781140923500061",Passenger
"-346.3831481933594,89.50768280029297,11.02002239227295,30.93817138671875,0.8150076270103455,18.256887435913086,-1.995526909828186,18.282007217407227,-3.5747203826904297,10.875925064086914,-7.333536624908447,16.93927574157715,0.6484626531600952,13.971906661987305,-1.719976782798767,13.456709861755371,-1.2792296409606934,14.930659294128418,0.18274778127670288,8.095044136047363,-5.278230667114258,7.941327095031738,-2.4144067764282227,5.448643207550049,-0.6431676745414734,4.883784294128418,-0.8661421537399292,4.182466983795166,0.7372000217437744,5.402058124542236,1.4749568700790405,5.704385757446289,2.020817756652832,3.969130754470825,1.170835018157959,3.065502405166626,0.3910289406776428,0.553150475025177,0.15039825439453125,0.885790228843689",Passenger
"-365.74981689453125,94.44611358642578,12.002632141113281,31.55510139465332,-7.653749465942383,15.591175079345703,-3.296410083770752,17.722631454467773,-11.016898155212402,9.38623046875,-6.386788845062256,20.075748443603516,-0.5427136421203613,16.381641387939453,-3.021596908569336,13.963403701782227,-2.1955435276031494,14.419093132019043,-1.4703179597854614,8.377019882202148,-5.440768718719482,10.22775650024414,-3.586362600326538,8.708690643310547,-0.426822692155838,7.951465129852295,-1.105934739112854,7.4167938232421875,0.864546537399292,7.308993339538574,0.3316170871257782,5.502363681793213,-0.6661890745162964,4.042893409729004,1.323580026626587,4.042150020599365,-0.0037726121954619884,1.7578388452529907,1.336472749710083,1.8668291568756104",Passenger
"-386.8819274902344,96.40420532226562,14.956562042236328,32.94748306274414,-2.6064958572387695,16.794696807861328,-1.3079183101654053,20.320878982543945,-6.491912841796875,9.591996192932129,-8.716567039489746,14.828030586242676,-0.7911803126335144,13.068565368652344,-5.281093120574951,9.496140480041504,-4.37400484085083,12.649240493774414,0.4294305741786957,10.415952682495117,-2.9227993488311768,9.10560131072998,-2.085775375366211,6.840399265289307,0.01640421710908413,6.201183319091797,-0.42884472012519836,2.845609426498413,-1.5135858058929443,3.107020616531372,-0.4554157257080078,3.8141462802886963,0.36101552844047546,2.9503231048583984,1.4912002086639404,4.394056797027588,2.0843257904052734,3.4700608253479004,2.673560380935669,3.089607000350952",Passenger
"-359.4755859375,105.54833984375,2.691648244857788,29.236934661865234,0.3232312798500061,15.467352867126465,-0.5741965174674988,17.464086532592773,-3.192955732345581,6.293220043182373,-7.448592662811279,11.890938758850098,-0.9510841369628906,10.508234024047852,-2.0809011459350586,9.134882926940918,-1.3113760948181152,10.903709411621094,2.097775936126709,6.725460052490234,-1.9296298027038574,7.0942301750183105,-1.2328332662582397,3.460299491882324,0.4092428386211395,3.8411080837249756,-0.0018811944173648953,2.3531365394592285,1.3538293838500977,2.993443250656128,1.3684978485107422,3.189415454864502,2.0582032203674316,2.3807153701782227,2.954454183578491,3.3848185539245605,2.206447124481201,0.6772038340568542,3.2239296436309814,1.903701901435852",Passenger
"-377.09808349609375,96.1480941772461,5.6650919914245605,27.096805572509766,-9.622347831726074,15.467789649963379,-2.5095677375793457,14.48936653137207,-13.550621032714844,5.8314690589904785,-10.671728134155273,16.00943374633789,-4.631904602050781,12.26414966583252,-7.226555824279785,10.116591453552246,-6.083662986755371,10.905268669128418,-2.04815936088562,5.312863826751709,-5.785872936248779,8.849996566772461,-1.6143914461135864,8.142449378967285,-0.029326923191547394,6.944941997528076,-0.8584951162338257,6.129756450653076,0.7112075090408325,5.278909206390381,-0.3996831178665161,4.960803985595703,0.2289246767759323,3.806407928466797,1.9433666467666626,5.894478797912598,1.3502874374389648,3.2321786880493164,4.286233901977539,4.3716959953308105",Passenger
"-324.6488342285156,98.53763580322266,-3.283930540084839,20.86595916748047,-9.636280059814453,15.985113143920898,-1.8279554843902588,20.312654495239258,-1.967785358428955,11.805516242980957,-6.652242183685303,10.12030029296875,-5.446225643157959,9.333043098449707,-4.457189559936523,7.394284725189209,-6.001481056213379,6.129584789276123,-3.914090871810913,3.1927011013031006,-6.112385272979736,4.208780288696289,-2.935223340988159,3.467118501663208,-1.8634226322174072,0.9395280480384827,-3.846839427947998,0.43697479367256165,-1.0874301195144653,3.254437208175659,2.077913999557495,5.001463413238525,2.3161630630493164,2.932894706726074,1.1681822538375854,1.9224563837051392,0.033344998955726624,0.39897212386131287,2.8671343326568604,2.830956220626831",Passenger
"-324.6488342285156,98.53763580322266,-3.283930540084839,20.86595916748047,-9.636280059814453,15.985113143920898,-1.8279554843902588,20.312654495239258,-1.967785358428955,11.805516242980957,-6.652242183685303,10.12030029296875,-5.446225643157959,9.333043098449707,-4.457189559936523,7.394284725189209,-6.001481056213379,6.129584789276123,-3.914090871810913,3.1927011013031006,-6.112385272979736,4.208780288696289,-2.935223340988159,3.467118501663208,-1.8634226322174072,0.9395280480384827,-3.846839427947998,0.43697479367256165,-1.0874301195144653,3.254437208175659,2.077913999557495,5.001463413238525,2.3161630630493164,2.932894706726074,1.1681822538375854,1.9224563837051392,0.033344998955726624,0.39897212386131287,2.8671343326568604,2.830956220626831",Passenger
"-383.6577453613281,105.76570129394531,-10.136033058166504,29.279064178466797,-8.014267921447754,20.796518325805664,-4.681068420410156,17.872745513916016,-5.202245712280273,12.251133918762207,-3.5385923385620117,14.732422828674316,-1.8051244020462036,13.468079566955566,-4.222471237182617,9.691268920898438,-2.1712141036987305,11.819746017456055,-0.2193312793970108,5.187894344329834,-4.811352252960205,7.408396244049072,-0.3706064820289612,7.933591365814209,1.7566395998001099,5.974095344543457,0.1828300952911377,5.159477710723877,1.9228883981704712,3.758122682571411,0.6819603443145752,2.963247776031494,0.9227396845817566,3.1187868118286133,2.6952321529388428,3.662788152694702,2.353581190109253,3.5240509510040283,3.812067985534668,2.8028361797332764",Passenger
"-399.5471496582031,107.41051483154297,4.268200874328613,22.754541397094727,-8.757576942443848,14.856587409973145,-0.31826940178871155,17.00056266784668,-1.9318277835845947,10.291574478149414,-4.87077522277832,11.805914878845215,-2.2813806533813477,9.032241821289062,-3.5508065223693848,7.362135410308838,-3.0376408100128174,8.806171417236328,-0.3921413719654083,4.621994495391846,-3.5743772983551025,5.540050506591797,-0.9017144441604614,5.412251949310303,0.8898448348045349,3.0102152824401855,-1.1732815504074097,1.902947187423706,1.3234821557998657,3.8232736587524414,1.9352184534072876,3.395937919616699,1.8322670459747314,3.120565891265869,3.543478012084961,3.9575672149658203,2.003934621810913,0.8373282551765442,2.6663622856140137,2.6486504077911377",Passenger
"-286.9272155761719,96.28135681152344,15.236601829528809,36.582420349121094,-5.2395501136779785,14.918341636657715,-6.62092399597168,17.327621459960938,-11.494383811950684,6.991818428039551,-15.062140464782715,13.229143142700195,-5.7822370529174805,12.010737419128418,-6.09844446182251,10.540010452270508,-7.136880397796631,12.473485946655273,-3.3414204120635986,7.590168476104736,-7.284756183624268,7.470047473907471,-4.673985958099365,5.6092729568481445,-3.577345371246338,4.222019195556641,-4.499046325683594,2.2413926124572754,-3.031501293182373,5.145188331604004,-2.683969020843506,3.938518762588501,-1.3921921253204346,3.848397970199585,0.18576712906360626,5.788349628448486,-0.6100435256958008,2.5071334838867188,0.0908871442079544,3.267350196838379",Passenger
"-363.7048034667969,93.74848175048828,10.125316619873047,33.25568389892578,7.564786434173584,13.303827285766602,3.7486486434936523,16.772380828857422,5.41383695602417,12.03791332244873,7.538357734680176,15.635480880737305,8.338930130004883,10.30117416381836,-0.1953168511390686,5.500102996826172,3.0874760150909424,7.949104309082031,5.983464241027832,4.388189792633057,1.6664321422576904,5.159444332122803,3.1676974296569824,3.814432144165039,2.9553587436676025,0.19878077507019043,1.1042662858963013,1.9331073760986328,2.4895706176757812,0.48063385486602783,1.1112104654312134,0.573686957359314,1.5726144313812256,1.2822152376174927,2.1433866024017334,0.39207643270492554,-0.46552544832229614,-0.42852503061294556,1.9025288820266724,0.26688116788864136",Passenger
"-440.9977722167969,95.64498138427734,-11.638932228088379,31.270055770874023,-8.373323440551758,10.185799598693848,-6.1486639976501465,14.477653503417969,-11.619339942932129,2.7601234912872314,-7.901432037353516,12.916803359985352,-3.5979719161987305,13.48126220703125,-1.7343957424163818,12.583492279052734,2.666637897491455,10.628700256347656,-0.7789089679718018,3.822725772857666,-7.199512481689453,5.777414321899414,-0.701687753200531,7.541934490203857,3.358940839767456,6.970890045166016,2.5801494121551514,6.542614459991455,3.975733518600464,4.25275993347168,1.3441380262374878,3.1848514080047607,1.952353835105896,3.1603972911834717,5.510456562042236,6.119350910186768,4.646590232849121,2.9004921913146973,4.824409008026123,3.1729934215545654",Passenger
"-440.9977722167969,95.64498138427734,-11.638932228088379,31.270055770874023,-8.373323440551758,10.185799598693848,-6.1486639976501465,14.477653503417969,-11.619339942932129,2.7601234912872314,-7.901432037353516,12.916803359985352,-3.5979719161987305,13.48126220703125,-1.7343957424163818,12.583492279052734,2.666637897491455,10.628700256347656,-0.7789089679718018,3.822725772857666,-7.199512481689453,5.777414321899414,-0.701687753200531,7.541934490203857,3.358940839767456,6.970890045166016,2.5801494121551514,6.542614459991455,3.975733518600464,4.25275993347168,1.3441380262374878,3.1848514080047607,1.952353835105896,3.1603972911834717,5.510456562042236,6.119350910186768,4.646590232849121,2.9004921913146973,4.824409008026123,3.1729934215545654",Passenger
"-320.2262268066406,110.23211669921875,8.182957649230957,27.431276321411133,-7.760365009307861,13.910710334777832,-8.556549072265625,14.653382301330566,-9.237232208251953,4.789063930511475,-11.505032539367676,13.358429908752441,-6.125619888305664,14.202736854553223,-1.6643385887145996,13.033590316772461,1.8024221658706665,14.954337120056152,2.1015515327453613,7.9391188621521,-3.5881447792053223,9.236689567565918,-3.2888083457946777,6.102363586425781,-3.6437056064605713,2.3878214359283447,-5.871449947357178,2.526893138885498,-0.9942305684089661,3.9718735218048096,1.2587015628814697,5.797910213470459,3.307576894760132,7.3806233406066895,6.175271987915039,7.243971824645996,3.7489991188049316,2.4148404598236084,3.299349784851074,0.31145092844963074",Passenger
"-401.0228576660156,104.48038482666016,-6.612540245056152,25.677791595458984,-7.408901691436768,16.772754669189453,-11.610627174377441,22.03183937072754,-8.387032508850098,11.266083717346191,-6.783207893371582,11.968379974365234,-5.678394317626953,9.14057731628418,-5.092013359069824,7.201348304748535,-4.4388346672058105,11.693461418151855,-1.1341732740402222,4.310755252838135,-3.8410608768463135,9.923168182373047,0.42948365211486816,7.140638828277588,1.545487880706787,4.353391170501709,-0.7997900247573853,4.39323091506958,1.8666352033615112,5.218344688415527,1.2870734930038452,3.0701963901519775,1.8922345638275146,4.217413425445557,3.258178472518921,4.415454387664795,1.3927019834518433,1.5759433507919312,3.2655017375946045,2.4575729370117188",Passenger
"-379.310791015625,104.21916961669922,7.729584217071533,28.548606872558594,-15.664119720458984,13.493629455566406,-3.024261474609375,17.935508728027344,-8.829834938049316,9.199254035949707,-5.8660993576049805,16.995513916015625,-1.9604947566986084,15.530374526977539,-3.487245559692383,12.229901313781738,-2.528700828552246,13.298778533935547,-0.6058342456817627,7.078409671783447,-2.7165980339050293,7.009076118469238,-1.3410027027130127,6.828607082366943,1.555566430091858,5.307135105133057,0.04750857874751091,6.450083255767822,2.367624521255493,7.113123893737793,1.3808900117874146,5.302975654602051,0.7149739265441895,4.957489013671875,2.670743227005005,4.34517765045166,-1.0932954549789429,1.5504093170166016,1.3221139907836914,2.490769386291504",Passenger
"-349.5701904296875,108.25701141357422,12.117189407348633,31.370019912719727,-7.515072345733643,12.875216484069824,-8.95324420928955,14.893839836120605,-7.986811637878418,9.216325759887695,-11.215758323669434,18.91139030456543,-2.2620797157287598,13.854707717895508,-5.657949447631836,8.612865447998047,-8.639405250549316,8.803810119628906,-5.262821674346924,6.1297197341918945,-6.983176231384277,10.94455623626709,-0.5297741889953613,9.896965026855469,2.2983226776123047,6.747249603271484,-2.3657519817352295,2.9996261596679688,-0.530041515827179,3.9089550971984863,-1.9220304489135742,3.3883795738220215,-0.6252965927124023,3.4121944904327393,1.9592244625091553,4.536404609680176,-0.46213820576667786,-0.2915250062942505,0.5175840854644775,2.0869946479797363",Passenger
"-293.7353820800781,124.50579071044922,9.743249893188477,30.99761962890625,-1.5921998023986816,17.12882423400879,-7.796753406524658,23.07575035095215,-10.331801414489746,10.37775993347168,-14.332025527954102,13.357193946838379,-8.358927726745605,7.048007011413574,-7.630953788757324,6.144373416900635,-9.307744026184082,10.645149230957031,-4.142312049865723,6.464753150939941,-7.3108367919921875,7.335348606109619,-3.5229718685150146,4.4585957527160645,-2.28141713142395,3.0238685607910156,-4.309842109680176,3.7484824657440186,-0.41992053389549255,3.9146127700805664,-1.0500484704971313,4.152114391326904,-0.5512948632240295,2.7694523334503174,-0.5945954322814941,2.4942634105682373,-2.3101370334625244,-0.8152856826782227,1.153969645500183,3.28136944770813",Passenger
"-293.7353820800781,124.50579071044922,9.743249893188477,30.99761962890625,-1.5921998023986816,17.12882423400879,-7.796753406524658,23.07575035095215,-10.331801414489746,10.37775993347168,-14.332025527954102,13.357193946838379,-8.358927726745605,7.048007011413574,-7.630953788757324,6.144373416900635,-9.307744026184082,10.645149230957031,-4.142312049865723,6.464753150939941,-7.3108367919921875,7.335348606109619,-3.5229718685150146,4.4585957527160645,-2.28141713142395,3.0238685607910156,-4.309842109680176,3.7484824657440186,-0.41992053389549255,3.9146127700805664,-1.0500484704971313,4.152114391326904,-0.5512948632240295,2.7694523334503174,-0.5945954322814941,2.4942634105682373,-2.3101370334625244,-0.8152856826782227,1.153969645500183,3.28136944770813",Passenger
"-425.78057861328125,102.6639404296875,4.691010475158691,23.002172470092773,-12.527548789978027,19.347864151000977,4.641189098358154,24.13985824584961,0.7231588959693909,16.656293869018555,1.0123504400253296,20.654808044433594,3.69584321975708,15.637928009033203,-2.8343493938446045,11.50449275970459,-1.8982350826263428,12.164031028747559,1.0090351104736328,7.887983322143555,-0.3508243262767792,8.009114265441895,-0.08131754398345947,5.6655592918396,-0.6177002191543579,2.759063482284546,-2.340088129043579,2.729041814804077,-0.7604973912239075,2.636854410171509,-0.5844478011131287,1.5437620878219604,-0.643126368522644,1.4134814739227295,0.7985339760780334,0.8672048449516296,-0.7501395344734192,-0.2826173007488251,1.409085750579834,0.6593854427337646",Passenger
"-411.8424072265625,104.27873229980469,11.280068397521973,31.24349021911621,-9.33228874206543,11.863412857055664,-6.182900428771973,21.073436737060547,-5.640378475189209,7.390412330627441,-10.90642261505127,15.858636856079102,0.1639404296875,13.243050575256348,-4.127654075622559,10.291293144226074,-4.497701168060303,14.004495620727539,2.298776865005493,10.710659980773926,-1.1118566989898682,10.335556030273438,-2.6012370586395264,7.687157154083252,-1.0947399139404297,6.072764873504639,-2.671613931655884,5.230273723602295,-0.045123569667339325,4.994510650634766,0.725173830986023,3.192984104156494,0.20097443461418152,2.78132700920105,4.835193634033203,6.377442836761475,4.29716157913208,2.7237682342529297,4.602560043334961,2.3427624702453613",Passenger
"-518.0714111328125,107.33268737792969,-13.00322151184082,11.130295753479004,-12.62826919555664,8.396371841430664,0.18661411106586456,15.347766876220703,-2.743176221847534,5.49531364440918,-1.7945839166641235,14.029341697692871,3.6188344955444336,14.607681274414062,1.9606950283050537,10.855433464050293,4.263077735900879,13.766782760620117,5.251444339752197,7.594615459442139,1.4635592699050903,7.831221580505371,4.8309407234191895,7.016551971435547,6.780649662017822,4.393936634063721,4.458071231842041,4.159789562225342,6.211195468902588,4.529542446136475,5.192419052124023,3.982584238052368,5.006057262420654,4.50082540512085,6.6588521003723145,4.792667388916016,4.442080974578857,3.265127420425415,7.203186511993408,4.883312225341797",Passenger
